orange_area_fraction,deltaE_from_background,log10_seconds,seconds
0.99976,0.0033,2.11749,131.1
0.00195,19.1023,1.60631,40.4
0.99927,0.0054,2.61839,415.3
0.95361,18.3458,4.26986,18614.7
0.12183,6.1195,1.15945,14.4
0.05981,8.9467,1.52881,33.8
0.70044,7.7992,2.68231,481.2
0.00366,12.8932,2.8175,656.9
0.64087,9.2734,3.62656,4232.2
0.14453,10.1105,2.50205,317.7
0.18823,6.0749,1.41869,26.2
0.19019,7.1441,2.19491,156.6
1.0,0.0,4.49088,30966.0
0.35181,13.2553,3.64564,4422.2
0.0,0.0,1.32812,21.3
0.95361,9.438,3.85565,7172.2
0.99146,8.813,2.03897,109.4
0.60498,8.0218,3.7577,5724.0
0.2561,3.6049,0.94956,8.9
0.26172,10.3351,4.08603,12190.6
0.698,6.8032,1.49604,31.3
0.04565,13.7848,2.56804,369.9
0.2478,12.7798,3.32062,2092.3
0.99805,7.4861,2.75845,573.4
0.00024,0.0055,1.50732,32.2
0.00317,9.2041,1.41132,25.8
0.00098,21.0227,1.94255,87.6
0.04395,9.1427,1.09449,12.4
0.07471,15.643,1.69417,49.5
0.41821,3.3042,1.37839,23.9
0.06006,10.4441,2.60109,399.1
0.05225,6.6096,2.2055,160.5
0.99561,9.2226,3.04691,1114.1
0.57471,7.2279,1.9292,85.0
0.82007,7.5095,1.02697,10.6
0.01465,10.3107,2.11271,129.6
0.51147,10.9247,3.66193,4591.2
0.56982,9.2103,1.83772,68.8
0.12573,10.004,2.38099,240.4
0.45728,13.0012,3.66117,4583.2
0.02563,10.6872,2.38878,244.8
1.0,0.0,4.14394,13929.7
0.99976,0.0035,4.25699,18071.3
0.40015,5.4809,2.03752,109.0
0.25488,14.4327,3.59172,3905.9
0.23193,9.8287,1.82778,67.3
0.00024,0.0026,1.4128,25.9
0.15015,10.0004,2.50276,318.2
0.66064,9.3635,3.10405,1270.7
0.95874,16.7527,4.321,20941.2
0.0752,7.5122,1.4361,27.3
0.21899,11.6005,3.5055,3202.6
0.3728,8.9018,2.64006,436.6
0.01807,12.5127,1.38425,24.2
1.0,0.0,4.45642,28603.3
0.18018,15.902,3.44488,2785.4
0.0,0.0,1.37384,23.7
0.68945,12.4756,4.21201,16293.2
0.08252,7.4301,1.27971,19.0
0.0271,11.5066,1.24159,17.4
0.39038,5.2121,2.11432,130.1
1.0,0.0,4.32965,21362.6
0.54639,4.6977,1.02374,10.6
0.99634,14.5615,4.2575,18092.4
0.13208,13.8352,3.13744,1372.3
0.00098,15.6593,1.14804,14.1
0.88062,5.6464,2.98028,955.6
0.00171,16.6133,2.57915,379.4
0.05933,12.5581,2.96345,919.3
0.63721,10.1115,3.59625,3946.9
0.2085,13.0816,3.38223,2411.2
0.91113,14.8046,4.54617,35170.1
0.29297,5.3602,1.47544,29.9
0.9978,13.8906,3.87262,7458.0
0.96802,9.8242,2.4049,254.0
0.66797,8.6476,3.76468,5816.7
0.40308,10.3256,4.16095,14486.0
0.75537,12.1633,4.52707,33656.6
0.70068,8.0702,1.875,75.0
0.75903,4.8039,2.55777,361.2
0.99756,14.6002,4.34726,22246.6
0.99951,0.0091,4.35807,22807.3
0.82983,5.9573,2.26528,184.2
0.84448,11.7509,4.33787,21770.8
0.09253,10.8966,2.3859,243.2
0.17432,5.8217,2.27219,187.2
0.43921,10.3978,3.66718,4647.1
0.39575,7.6216,2.62453,421.2
0.06738,13.5343,2.54045,347.1
1.0,0.0,2.31366,205.9
0.22363,11.1487,2.48421,304.9
0.52661,5.9753,1.41387,25.9
0.96216,7.9649,1.12607,13.4
0.52246,10.1549,3.65759,4545.6
0.06226,13.6141,2.96533,923.3
0.99561,8.8756,3.35765,2278.5
0.84668,11.2658,3.83419,6826.4
0.00952,19.3694,1.74372,55.4
0.09985,10.5061,1.75711,57.2
0.22412,11.4519,1.91835,82.9
0.35913,8.798,2.01339,103.1
0.24292,11.4487,3.68206,4809.0
0.97827,5.6635,2.27005,186.2
0.01099,10.2447,2.08377,121.3
0.65552,9.3913,3.22763,1689.0
0.3584,9.0756,1.58467,38.4
0.00977,7.3321,1.29187,19.6
0.15283,13.6508,3.44987,2817.5
0.94653,12.289,3.66655,4640.3
0.20093,10.75,1.98577,96.8
0.14087,13.1502,3.22668,1685.3
0.99854,6.4135,1.02758,10.7
0.58643,4.6064,2.38015,240.0
0.99878,13.5363,3.01449,1033.9
0.10254,14.4108,1.82888,67.4
0.11841,11.5589,2.17519,149.7
0.26392,11.8667,3.1299,1348.7
0.78467,6.1586,3.05811,1143.2
0.01733,14.4048,1.46638,29.3
0.22339,12.8636,3.48438,3050.6
0.25317,7.1494,1.19545,15.7
0.99951,0.0119,4.4457,27906.2
0.81934,4.2977,1.64236,43.9
0.00635,12.9534,1.82936,67.5
0.75586,4.9172,1.63483,43.1
0.98047,15.2615,4.52525,33515.6
0.3645,7.0705,1.95008,89.1
0.99609,9.5547,3.11435,1301.2
1.0,0.0,4.52209,33272.6
0.99829,14.9654,4.37389,23653.2
0.98706,8.4258,1.0578,11.4
0.20605,9.4111,2.80709,641.3
0.46216,9.7973,3.09978,1258.3
0.29663,11.0068,3.46909,2945.0
0.31421,8.6205,2.13024,135.0
0.99365,11.8687,2.10101,126.2
0.06958,6.4431,0.91874,8.3
0.25928,6.8521,1.03182,10.8
0.5249,6.143,2.91257,817.6
0.08423,7.8596,1.18032,15.1
0.14551,8.3782,1.6428,43.9
0.00098,14.8931,2.1206,132.0
0.01099,6.6606,1.16054,14.5
0.0,0.0,1.01583,10.4
0.99976,0.0041,4.28933,19468.3
0.98291,6.2057,2.493,311.2
0.54321,6.1845,1.65158,44.8
0.52612,12.0127,3.49121,3099.0
1.0,0.0,0.9376,8.7
0.11694,11.0019,1.79819,62.8
0.99805,16.7845,4.41291,25876.9
0.23462,13.4539,4.18254,15224.5
0.91064,11.5896,3.22626,1683.7
0.13647,6.5531,1.24358,17.5
0.00415,18.2592,2.065,116.1
0.03589,11.4305,1.00513,10.1
0.51587,4.7376,1.70384,50.6
0.99707,7.1211,0.99601,9.9
0.33301,5.2676,1.36399,23.1
0.18921,12.9886,3.21636,1645.7
0.98828,6.3472,1.27003,18.6
0.01611,12.4681,1.47213,29.7
0.33545,9.8736,4.20124,15894.2
0.39282,8.2758,2.12857,134.5
0.18213,8.7074,2.1196,131.7
0.04883,8.2369,1.21924,16.6
0.63428,10.9771,3.81079,6468.3
0.92749,10.8908,3.37404,2366.1
1.0,0.0,2.90188,797.8
0.65381,10.0369,3.16046,1447.0
0.03589,8.2601,1.2698,18.6
0.02905,14.1376,1.85404,71.5
0.19531,11.0739,3.03526,1084.6
0.63159,11.8141,4.3818,24087.7
0.77734,11.7008,3.88825,7731.2
0.94873,10.4053,3.2438,1753.1
0.0332,13.3614,2.79844,628.7
0.04639,9.5408,0.95837,9.1
0.43652,11.8414,4.15707,14357.1
0.05591,6.4332,1.14732,14.0
0.49976,5.5447,1.37465,23.7
0.97559,9.7965,3.43503,2722.9
0.34131,10.0329,3.87002,7413.5
0.77612,8.2655,3.77653,5977.6
0.05884,11.2969,2.55582,359.6
0.00024,0.0044,1.54991,35.5
0.30371,6.2045,1.03206,10.8
0.22388,10.9491,4.01336,10312.4
0.93335,15.6664,4.47483,29841.9
0.85913,8.9449,1.79497,62.4
1.0,0.0,4.06705,11669.5
0.30518,10.1166,2.37362,236.4
0.52368,9.7269,2.04049,109.8
0.1748,6.9307,2.74853,560.4
0.00928,9.4666,0.93293,8.6
0.04004,16.9087,2.52042,331.5
0.09033,9.5221,1.63211,42.9
0.38232,10.7646,3.50585,3205.1
0.16357,11.3851,2.73909,548.4
0.2395,11.0333,4.07719,11945.2
0.56665,7.2669,4.17874,15091.6
0.09009,18.2295,2.06028,114.9
0.01904,14.9327,1.92739,84.6
0.43213,14.7591,4.33393,21574.1
0.73853,9.4864,2.7443,555.0
0.14282,4.0424,1.25568,18.0
0.0,0.0,1.07072,11.8
1.0,0.0,4.52132,33214.3
0.86304,7.192,3.0189,1044.5
0.05811,7.2394,1.10216,12.7
0.08496,8.9347,2.77081,589.9
0.24951,8.2859,2.74469,555.5
0.49976,7.4869,2.49365,311.6
0.98926,16.9739,4.37832,23895.7
0.99976,0.0052,4.36916,23396.8
0.00073,0.0098,1.35962,22.9
0.03296,8.481,1.45736,28.7
0.17163,10.4424,2.39173,246.5
0.89111,12.6357,3.94997,8911.8
0.51196,7.5712,3.18179,1519.8
0.21436,9.9836,3.56931,3709.5
0.15601,11.1055,3.00755,1017.5
0.15381,11.5509,1.67047,46.8
0.4126,9.831,3.89056,7772.5
0.0,0.0,0.95431,9.0
0.82666,9.6357,3.4548,2849.7
0.62793,4.0541,1.61305,41.0
0.22925,9.4216,2.62409,420.8
0.9978,22.1792,4.46546,29205.1
0.88916,4.1173,2.8723,745.3
0.0,0.0,1.11114,12.9
0.52295,6.5646,2.46951,294.8
0.65503,10.0538,3.31519,2066.3
0.00513,12.3223,1.11025,12.9
0.99731,5.5012,1.82609,67.0
0.41113,3.351,0.97008,9.3
0.93384,5.2484,2.87607,751.8
0.19043,7.6733,2.29671,198.0
0.19385,8.1565,2.74318,553.6
0.24634,9.667,1.98384,96.3
0.22437,11.3969,3.30255,2007.0
0.48853,4.7617,1.53541,34.3
0.50464,9.2062,4.21528,16416.6
1.0,0.0,4.41047,25731.9
0.05225,13.3523,2.7041,505.9
0.27051,9.7385,2.60326,401.1
0.56274,10.0258,4.04345,11052.3
1.0,0.0,1.96193,91.6
1.0,0.0,3.83701,6870.8
0.4165,7.8202,1.95269,89.7
0.98926,8.6709,3.53327,3414.1
0.00146,20.1915,2.1233,132.8
0.71704,6.1317,3.10452,1272.1
0.5769,8.0825,4.28548,19296.7
0.93213,7.612,1.10155,12.6
0.4751,11.2113,3.85216,7114.8
0.11816,9.5552,2.88257,763.1
0.12671,9.9139,2.2879,194.0
1.0,0.0,2.18272,152.3
0.00171,9.5076,1.15667,14.3
0.06665,13.7926,1.847,70.3
0.42432,9.3045,3.17954,1512.0
0.47437,5.6034,1.25961,18.2
0.91772,9.6823,3.34858,2231.4
0.76318,15.8911,4.41841,26206.3
0.99756,16.3263,4.48607,30624.8
0.73096,10.721,4.15168,14180.0
0.48486,12.1077,3.84981,7076.4
0.83936,6.433,1.55319,35.7
0.96973,14.294,4.44728,28007.6
0.2334,7.2324,1.64368,44.0
0.99951,0.007,4.07791,11965.0
0.25732,11.5561,4.11015,12886.9
0.46875,8.3357,3.17505,1496.4
0.04443,14.9652,2.80753,642.0
0.04907,11.5978,1.63529,43.2
0.25781,9.033,2.80082,632.1
0.18726,12.3972,1.96479,92.2
0.91724,4.3719,1.36296,23.1
0.03101,8.0046,1.3714,23.5
0.20508,12.2345,3.82994,6759.9
0.99951,0.0056,4.27283,18742.4
0.05371,7.4334,1.42137,26.4
0.90283,6.2563,0.95154,8.9
0.10474,16.1034,1.8662,73.5
0.04785,10.7854,1.39422,24.8
0.01099,19.9453,1.59218,39.1
0.23413,8.255,3.03411,1081.7
0.77856,6.3949,2.44582,279.1
0.24023,7.5744,2.47116,295.9
0.2334,7.0034,1.65424,45.1
0.67114,9.7071,3.33097,2142.8
0.85254,8.231,1.96073,91.4
0.83594,5.489,2.36126,229.8
0.25488,11.2615,2.59604,394.5
0.3916,11.7493,4.20714,16111.8
0.09692,11.0023,1.80308,63.5
0.24097,13.0043,3.52853,3377.0
0.01367,18.4917,2.03328,108.0
0.37354,8.0773,4.17062,14812.2
0.70776,6.2221,2.34275,220.2
0.02832,14.6354,2.74855,560.5
0.80444,9.5097,4.10774,12815.7
0.12744,13.7435,3.36083,2295.2
0.16406,5.3653,1.2478,17.7
0.07739,7.1984,1.40298,25.3
0.99561,19.2026,4.52245,33300.1
0.15771,7.2857,1.00942,10.2
0.01953,13.6523,2.00224,100.5
0.98779,17.9264,4.40613,25476.2
0.16626,4.6765,0.95828,9.1
0.0,0.0,1.49271,31.1
0.20972,7.7446,1.68256,48.1
0.99829,4.5655,1.21869,16.5
0.08765,10.0551,2.62727,423.9
0.95215,9.3592,3.06739,1167.9
0.1709,8.7202,2.06599,116.4
0.02271,12.633,1.30001,20.0
0.64771,12.4608,3.86568,7339.8
0.64917,9.9335,3.84199,6950.2
0.37573,6.9708,2.95656,904.8
1.0,0.0,1.40629,25.5
0.80518,6.6076,2.88281,763.5
0.38916,9.6711,3.20287,1595.4
0.80078,4.4925,2.46773,293.6
0.79419,9.5754,4.05897,11454.2
0.99316,6.6897,2.32801,212.8
0.49414,6.3254,2.76947,588.1
0.51147,4.7005,1.32008,20.9
0.44604,8.9932,2.96186,915.9
0.42334,13.8764,3.70309,5047.6
0.61011,11.8912,3.57453,3754.3
0.05518,13.7696,1.8419,69.5
1.0,0.0,4.52659,33619.3
0.54053,7.7447,3.53316,3413.2
0.65137,7.1547,2.45115,282.6
0.99487,8.569,2.41884,262.3
0.37988,12.1026,3.75013,5625.1
0.02246,15.3562,1.54489,35.1
0.54883,9.4993,3.23978,1736.9
0.0437,13.6241,3.52916,3381.9
0.70679,7.6338,2.78939,615.7
0.67676,10.738,4.09307,12389.9
0.16992,10.7898,2.61512,412.2
0.20435,11.1089,2.60144,399.4
0.0144,21.4507,1.94309,87.7
0.96753,15.1513,4.26175,18270.5
0.84033,5.0104,2.05849,114.4
0.99463,10.5319,3.44306,2773.7
0.22803,8.1808,2.39854,250.3
0.99951,0.009,4.32039,20911.9
0.62915,11.923,4.36619,23237.4
0.05664,6.9065,1.01282,10.3
0.99609,19.8678,4.53633,34382.1
0.66284,7.8071,3.11305,1297.3
0.99463,11.0453,1.17289,14.9
0.24585,9.116,2.71885,523.4
0.9585,8.9517,1.08382,12.1
0.0686,10.0078,2.90832,809.7
0.17456,9.2827,1.58059,38.1
0.07544,10.4927,2.24725,176.7
0.07617,13.523,2.01622,103.8
0.48193,8.3099,3.1031,1267.9
0.99609,10.3712,3.90735,8078.9
0.99854,15.4782,4.32446,21108.5
0.0,0.0,2.10448,127.2
0.43628,6.426,2.98429,964.5
0.00757,8.1925,0.92464,8.4
0.21167,6.109,2.26268,183.1
0.89502,10.5823,4.41275,25866.9
0.00342,13.2646,1.33723,21.7
1.0,0.0,4.08076,12043.6
0.33765,10.3843,3.28683,1935.7
0.12061,10.6979,1.97675,94.8
0.55054,9.5732,3.74588,5570.3
0.96582,11.8187,1.9599,91.2
0.79224,7.2001,4.17204,14860.7
0.01733,7.1929,1.20543,16.0
0.00439,6.4436,1.3378,21.8
0.58813,11.2291,3.64304,4395.9
0.19434,9.2871,2.54403,350.0
0.0,0.0,1.4418,27.7
0.62793,8.9587,2.77877,600.9
0.01465,15.3068,1.98798,97.3
0.83545,8.898,2.90986,812.6
0.17651,13.3559,3.62003,4169.0
0.53442,9.9904,4.03331,10797.1
0.98291,6.3291,1.11863,13.1
0.54761,7.4688,3.06709,1167.0
0.9873,19.7959,4.49663,31378.4
0.79688,4.941,2.58283,382.7
0.13281,13.9424,3.71448,5181.8
0.01099,8.4806,1.2584,18.1
0.03076,10.9411,4.0942,12422.2
0.62402,7.5608,3.02945,1070.2
0.79395,8.7828,4.1481,14063.8
0.3645,9.9912,3.7786,6006.2
0.92578,12.3879,4.07861,11984.2
0.00977,8.5019,1.1124,13.0
0.36548,12.4267,3.51705,3288.9
0.02686,12.894,1.6227,41.9
0.09277,11.9164,1.87415,74.8
1.0,0.0,2.08959,122.9
0.43872,7.0961,3.06329,1156.9
0.99658,15.9644,3.1968,1573.3
0.67871,10.5653,4.30585,20223.1
0.45557,5.9865,0.94955,8.9
0.46509,6.6707,1.60976,40.7
0.68774,4.6037,2.22556,168.1
0.30493,9.0653,3.89144,7788.3
0.1416,8.8699,2.91202,816.6
0.05591,13.7453,2.7735,593.6
0.96777,7.8418,3.68021,4788.6
0.33667,10.3897,3.29616,1977.7
0.01807,20.2997,1.96199,91.6
1.0,0.0,1.22134,16.6
0.13184,9.4957,2.59199,390.8
0.99512,14.5112,4.11852,13137.9
0.24756,9.6334,3.08823,1225.3
0.0,0.0,1.09777,12.5
0.92749,8.6901,2.51078,324.2
0.0,0.0,2.30816,203.3
0.94043,10.4122,3.03081,1073.5
0.22314,11.001,3.04799,1116.8
0.9751,19.1393,4.37851,23906.1
0.38379,5.4649,2.13822,137.5
0.00073,0.0091,2.39395,247.7
0.45312,9.7689,3.14439,1394.4
0.44385,8.0895,4.14126,13844.1
0.80566,12.2368,3.48278,3039.4
0.64258,6.8956,2.62333,420.1
0.3855,12.1955,3.87887,7566.1
0.14014,9.5661,2.67602,474.3
0.9873,20.0886,4.42304,26487.7
0.13623,10.996,1.93512,86.1
0.05981,9.2982,1.36848,23.4
0.92432,10.4252,3.93672,8644.1
0.74414,9.5576,1.98919,97.5
0.72705,8.9365,3.99881,9972.6
0.99487,7.2871,3.12938,1347.0
0.15161,11.5055,2.76243,578.7
0.99927,0.0118,1.22104,16.6
0.98779,14.2249,3.77567,5965.8
0.01074,7.3454,1.14393,13.9
0.98901,20.6085,4.42899,26853.0
0.17139,10.5644,4.10686,12789.8
0.04712,12.5588,2.0099,102.3
0.0,0.0,1.37021,23.5
0.87866,7.6746,4.13865,13760.9
0.03052,13.7471,2.65609,453.0
0.15454,5.1034,1.35928,22.9
0.07544,12.1622,2.7243,530.0
0.05713,16.3583,1.80477,63.8
0.13281,8.4266,2.393,247.2
0.42407,11.6833,3.24203,1745.9
0.78076,12.4107,4.24711,17664.9
0.34521,11.4017,3.82906,6746.2
0.13281,6.3345,1.49129,31.0
0.84961,7.326,2.6469,443.5
0.11768,13.2089,2.70021,501.4
0.99341,14.0245,4.51788,32951.9
0.87915,4.6336,1.22055,16.6
0.28296,7.1817,2.76903,587.5
0.87549,8.9063,4.24345,17516.7
0.57397,5.8909,2.36017,229.2
1.0,0.0,1.8592,72.3
0.396,8.1779,2.93403,859.1
0.90161,6.8938,2.07244,118.2
0.52783,15.352,4.28991,19494.3
0.73804,6.3474,1.21288,16.3
0.62695,7.9402,1.65824,45.5
0.01514,5.4065,1.20949,16.2
0.13403,12.9719,3.50377,3189.9
0.38574,7.6964,1.974,94.2
1.0,0.0,4.1916,15545.3
0.16992,9.1976,4.16772,14713.5
0.99951,0.0131,4.32391,21081.9
0.66431,7.2283,1.83878,69.0
0.99951,0.0039,0.90549,8.0
0.07861,10.3376,2.31909,208.5
1.0,0.0,4.41954,26274.7
0.46606,10.3273,3.6932,4934.0
0.0,0.0,1.12104,13.2
0.65698,9.9444,3.46974,2949.4
1.0,0.0,4.25332,17919.2
1.0,0.0,4.43838,27439.5
0.25757,12.5811,3.51875,3301.8
0.83594,8.7634,4.0558,11370.9
0.87769,10.8169,3.97801,9506.2
0.57983,6.4291,2.21217,163.0
0.00024,0.0034,1.26492,18.4
0.62085,10.6105,3.56067,3636.4
0.0188,11.427,1.40326,25.3
0.02075,10.5382,2.30665,202.6
0.94556,15.8938,4.54073,34731.6
1.0,0.0,2.94811,887.4
0.58594,8.0237,2.80912,644.3
0.99951,0.0063,4.3659,23221.9
0.93823,11.171,1.94075,87.2
0.99927,0.02,4.55422,35828.1
0.55811,9.736,4.23475,17169.0
0.70166,6.8447,2.23251,170.8
0.1062,11.1674,2.09857,125.5
0.24316,5.4524,1.36545,23.2
0.68384,10.3014,4.24812,17705.9
0.08179,11.4261,1.58189,38.2
0.01929,9.8594,0.93589,8.6
0.59497,7.3236,4.15473,14280.0
0.20532,11.3814,3.08813,1225.0
0.55176,8.5387,3.3575,2277.7
0.70703,6.9497,3.58141,3814.3
0.82471,6.3199,1.05894,11.5
0.00928,15.5878,1.23866,17.3
0.40112,8.0796,2.7291,535.9
0.74023,6.8446,1.0867,12.2
0.1189,9.5413,2.74548,556.5
0.28223,13.5458,3.59309,3918.2
0.43896,12.4167,3.30475,2017.2
0.73193,8.413,3.15583,1431.6
0.04126,6.2422,1.07262,11.8
0.08154,9.6603,1.76764,58.6
0.78955,10.6752,4.18183,15199.5
0.0,0.0,1.35324,22.6
0.12085,7.8606,2.85107,709.7
0.0,0.0,1.08593,12.2
0.89966,11.7153,4.3342,21587.2
0.99854,12.9024,1.52985,33.9
0.09473,11.3082,2.40099,251.8
0.98291,7.201,2.9006,795.4
0.25,8.3393,3.52848,3376.6
0.69897,10.8552,4.3278,21271.7
0.35352,10.4524,3.59318,3919.1
0.1001,12.3376,2.1721,148.6
0.03638,10.6243,1.17832,15.1
0.34155,12.437,3.48739,3071.8
0.99097,20.9275,4.45588,28567.8
0.0,0.0,0.96525,9.2
0.35352,11.7181,3.73316,5409.5
0.1521,8.6335,1.54657,35.2
0.98267,7.1648,2.5834,383.2
0.32935,8.2548,2.81239,649.2
0.79395,8.2219,3.14772,1405.1
1.0,0.0,4.51808,32966.9
0.88989,9.0897,3.41432,2596.1
0.51465,6.5208,2.33656,217.1
0.69678,9.9107,3.51521,3275.0
0.12183,12.4355,2.60816,405.7
0.02417,16.2663,2.41231,258.4
0.03638,11.642,2.2389,173.3
0.24438,7.6877,2.70561,507.7
0.16846,9.3886,1.93031,85.2
0.23389,10.111,1.78753,61.3
0.97998,8.5695,1.44547,27.9
0.34448,7.8782,2.51132,324.6
0.1123,9.9574,1.97444,94.3
0.63452,9.6396,3.96062,9133.0
0.95288,10.2075,4.00063,10014.5
0.50415,7.5082,2.15934,144.3
0.9668,7.9135,3.16495,1462.0
0.18457,11.4465,4.19935,15825.2
0.96387,6.7963,2.21518,164.1
0.11914,11.4323,2.92958,850.3
0.00293,15.207,2.5235,333.8
0.58545,10.2603,3.27865,1899.5
0.99683,21.5834,4.40934,25664.7
0.00073,0.014,1.40951,25.7
0.93384,15.6534,4.42985,26905.9
0.17188,12.5043,3.33516,2163.5
0.19922,10.9909,3.81057,6465.1
0.43262,7.8571,3.22332,1672.3
0.98926,12.9184,4.08254,12093.2
0.99976,0.0021,2.09491,124.4
0.46948,10.7643,3.48974,3088.4
0.04419,13.661,1.86795,73.8
1.0,0.0,2.76132,577.2
0.93872,9.1261,3.39272,2470.1
0.0,0.0,1.63784,43.4
0.68359,4.0251,1.12652,13.4
0.97437,10.7222,3.79259,6202.9
0.93652,10.887,3.85834,7216.8
0.99756,12.6097,3.33491,2162.2
0.09912,13.395,2.07735,119.5
0.86182,7.9822,3.30754,2030.2
0.75928,5.914,1.20952,16.2
0.59326,7.1672,3.32338,2105.6
0.29639,9.8497,3.00807,1018.7
0.12622,11.4297,3.15787,1438.4
0.00366,14.2252,2.53602,343.6
0.50122,5.8403,1.72564,53.2
0.85425,12.3865,3.55487,3588.2
0.19189,8.6241,2.59866,396.9
0.25391,9.8363,3.62612,4227.9
0.45361,6.3914,2.23352,171.2
0.02588,9.0604,1.2238,16.7
0.10547,10.8833,2.8848,767.0
0.99683,15.0983,3.17817,1507.2
0.24365,11.98,4.27054,18643.9
1.0,0.0,4.14625,14003.8
0.11499,4.5538,1.11187,12.9
0.53418,10.2652,3.72279,5281.9
0.41895,8.427,1.8579,72.1
0.9231,11.4203,3.4501,2819.1
0.03076,12.0135,2.28942,194.7
0.23853,7.6376,2.07971,120.1
0.07642,11.1048,2.68689,486.3
0.60352,7.8825,2.84123,693.8
0.41309,9.2003,3.44018,2755.4
0.65137,10.231,3.23341,1711.6
0.51807,10.0195,3.3809,2403.8
0.19751,7.0113,2.3062,202.4
0.67627,10.4595,3.37756,2385.4
0.23804,7.4924,2.16486,146.2
0.96216,9.8366,3.12254,1326.0
0.99805,7.9418,2.58186,381.8
0.89014,10.5318,2.95911,910.1
0.89404,5.2882,0.96716,9.3
0.00073,0.0112,2.72526,531.2
0.00195,14.919,1.70668,50.9
0.00879,13.5466,2.31255,205.4
0.0437,7.591,1.17259,14.9
0.29907,11.4718,3.30289,2008.6
0.93555,11.1956,4.16731,14699.9
0.12305,5.6295,2.19851,157.9
0.04395,8.5762,1.28692,19.4
0.12646,13.1582,3.16906,1475.9
0.96753,9.186,1.36718,23.3
0.65967,8.7171,4.16037,14466.8
0.0,0.0,1.35045,22.4
0.10571,8.7746,2.22508,167.9
0.75,9.0745,2.71019,513.1
0.0022,12.7717,1.3337,21.6
0.46851,5.4809,2.06754,116.8
0.0874,11.0065,1.90874,81.0
0.93677,12.9152,3.50893,3228.0
0.9646,17.5594,4.50616,32074.2
0.4917,6.1424,2.22861,169.3
0.46045,12.71,3.79176,6190.9
0.03003,7.2394,1.41579,26.0
0.32202,8.4319,3.02164,1051.1
0.01245,18.1354,2.48388,304.7
0.00537,22.1932,1.95589,90.3
0.53687,10.1972,3.90497,8034.7
0.68701,10.2128,3.62993,4265.1
0.13086,4.8797,1.39261,24.7
0.19507,11.0532,1.97132,93.6
0.50732,12.2282,3.89692,7887.1
0.99951,0.01,4.52865,33779.5
0.09058,10.5501,3.13727,1371.7
0.1543,16.8177,4.08759,12234.6
0.99463,19.4113,4.49866,31525.4
0.42798,10.3728,3.60846,4059.4
0.74292,11.3429,3.25843,1813.1
0.35107,5.8023,1.71132,51.4
0.7439,4.9379,2.25633,180.4
0.11377,12.6543,3.18107,1517.3
0.96924,12.3641,4.28743,19383.4
0.15381,13.9265,2.0058,101.3
0.07886,8.7755,2.34687,222.3
0.0,0.0,0.98433,9.6
0.36548,11.2279,3.44838,2807.9
0.19678,11.0453,2.52355,333.8
0.66235,10.4703,3.81737,6567.1
0.06372,13.331,1.75668,57.1
0.7793,7.8186,3.31292,2055.5
0.29053,12.5984,3.36204,2301.7
0.99976,0.0033,2.59936,397.5
0.19849,8.7316,1.59211,39.1
0.33374,6.5291,2.37497,237.1
0.73291,10.1368,3.62489,4215.9
0.1001,9.4807,1.59423,39.3
0.02515,4.413,1.23203,17.1
0.14844,8.0217,2.59373,392.4
0.22583,10.9952,1.75985,57.5
0.94263,7.377,3.82767,6724.7
0.53857,12.6191,3.88866,7738.6
0.88257,11.1474,4.3564,22719.6
0.86548,12.4747,3.97092,9352.3
0.12793,12.0361,3.26834,1855.0
0.45239,8.3217,1.58643,38.6
0.83423,9.725,3.90971,8122.8
0.34912,14.0101,3.56297,3655.7
0.80493,10.3523,3.63155,4281.1
0.42065,8.741,3.45096,2824.6
0.99829,11.2817,3.93534,8616.7
0.30493,10.8103,1.99118,98.0
0.3335,15.0572,3.3597,2289.3
0.32178,8.6525,2.79289,620.7
0.02148,16.5205,2.13731,137.2
0.00195,17.2477,2.0971,125.1
0.35815,7.1467,1.47105,29.6
0.07251,13.7539,2.69877,499.8
0.01953,11.2461,2.25009,177.9
0.25073,8.2955,2.44298,277.3
0.84424,10.2797,4.01441,10337.5
0.99805,13.2325,3.3928,2470.6
0.21362,10.7105,3.38818,2444.5
0.78931,15.4229,4.49802,31478.9
0.50977,4.6543,1.69885,50.0
0.51831,8.34,2.75854,573.5
0.02368,6.3569,1.24108,17.4
0.16162,8.9522,2.33804,217.8
1.0,0.0,4.37493,23709.7
0.33936,5.7963,1.21698,16.5
0.43066,7.4062,3.67121,4690.4
1.0,0.0,4.0647,11606.6
1.0,0.0,2.76238,578.6
0.11938,13.5684,3.81693,6560.4
0.12817,12.88,2.51432,326.8
0.08716,8.4436,2.19397,156.3
0.15894,9.3201,2.75063,563.2
0.04834,11.4332,1.61453,41.2
0.07104,17.6867,2.0264,106.3
0.0481,15.1484,2.01869,104.4
0.73389,14.661,4.51396,32655.6
0.7063,6.1942,2.12751,134.1
0.0,0.0,1.7392,54.9
0.91089,15.1987,4.33626,21690.0
0.0271,12.6035,1.40936,25.7
0.66675,15.2836,4.43137,27000.2
0.71509,10.3703,4.02042,10481.4
0.84448,8.6265,3.26693,1849.0
0.65552,7.4065,2.46596,292.4
0.57153,5.1502,1.62365,42.0
0.01318,11.2581,1.29107,19.5
0.0,0.0,1.28184,19.1
0.02466,14.4001,2.17858,150.9
0.16699,8.8558,2.39049,245.7
0.73389,11.8985,4.2776,18949.6
